,event_timestamp,user_id
0,2023-01-24 06:52:20,9f2ac416-06e1-44a0-87bd-d4787c85bf66
1,2023-01-14 06:07:58,f9f9a4f6-8f89-439f-8a09-d6b428bf62d9
2,2023-04-20 17:28:26,a2e962bc-f08a-41fc-8285-a0561714d4b3
3,2023-06-30 22:44:25,f7bb7d47-404b-4f13-bf7f-a8d826a4575b
4,2023-03-22 08:17:41,0c242a61-0471-4ed9-bcda-a8c4b805fadd
5,2023-07-25 20:44:48,ad98ea40-7b79-4666-a4ba-aa071f1bda5c
6,2023-01-22 19:01:51,768ddff9-c4b5-48f1-8d79-4a24d76bdf71
7,2022-10-16 05:17:35,ec468c34-0bca-4f6a-bcef-5f1625ffa3d2
8,2022-10-19 07:42:06,c9ff1e16-4c0d-4edb-b791-3e6d6f08953b
9,2023-05-26 09:58:56,be372e02-a372-4329-b628-79b05cbe11bc
10,2023-08-28 19:40:11,346d5c50-5768-49d3-bcc8-9d330505f6bb
11,2022-12-06 11:24:52,dc067fec-7987-43ce-b06e-4405a0c7e5b1
12,2022-10-09 11:52:15,4200f7ea-dd04-4dd1-b136-2f60ef828f49
13,2023-09-01 04:16:35,449c8f02-768a-49c1-b745-9cee158a9089
14,2023-08-27 23:34:17,9b390b17-1b0f-4381-87d1-3218e114eb34
15,2023-02-18 12:06:47,6ee539c1-6ce8-43ef-852e-0fe197b07bb8
16,2023-05-17 09:02:30,19449f52-c4b7-49f1-8796-7d07e08f59cd
17,2023-03-08 11:40:02,20efaebc-ffd1-4fb8-817a-7427f41d3a1c
18,2023-03-09 07:23:35,1648b9d4-5f81-4708-92f1-3b543b4d6c75
19,2022-10-04 11:23:10,809527b2-b1ac-4725-affb-013ee32eb2ad
20,2023-04-28 05:25:35,71f614a6-70d0-408e-a6ba-acb379abd5f3
21,2023-05-12 16:58:28,74b0638a-5742-4d1a-a03f-483794d7aa7c
22,2022-12-19 05:28:54,93d30841-cf8d-4168-9d7b-a654fd793023
23,2023-07-21 14:11:17,861bb950-727a-4cc8-9a34-b685f28a0b1c
